Quarter,State,ASGS Code,ASGS Name,In a business or company,Number of people entering a new personal insolvency
2016Q4,Queensland,30603,Innisfail - Cassowary Coast,Yes,7
2016Q4,Queensland,30603,Innisfail - Cassowary Coast,No,7
2016Q4,Queensland,30701,Darling Downs (West) - Maranoa,Yes,4
2016Q4,Queensland,30701,Darling Downs (West) - Maranoa,No,9
2016Q4,Queensland,30702,Darling Downs - East,Yes,3
2016Q4,Queensland,30702,Darling Downs - East,No,7
2016Q4,Queensland,30703,Granite Belt,Yes,9
2016Q4,Queensland,30703,Granite Belt,No,11
2016Q4,Queensland,30801,Central Highlands (Qld),Yes,5
2016Q4,Queensland,30801,Central Highlands (Qld),No,18
2016Q4,Queensland,30803,Rockhampton,Yes,20
2016Q4,Queensland,30803,Rockhampton,No,55
2016Q4,Queensland,30805,Gladstone,Yes,4
2016Q4,Queensland,30805,Gladstone,No,37
2016Q4,Queensland,30901,Broadbeach - Burleigh,Yes,10
2016Q4,Queensland,30901,Broadbeach - Burleigh,No,18
2016Q4,Queensland,30902,Coolangatta,Yes,10
2016Q4,Queensland,30902,Coolangatta,No,9
2016Q4,Queensland,30903,Gold Coast - North,Yes,16
2016Q4,Queensland,30903,Gold Coast - North,No,25
2016Q4,Queensland,30904,Gold Coast Hinterland,Yes,4
2016Q4,Queensland,30904,Gold Coast Hinterland,No,4
2016Q4,Queensland,30905,Mudgeeraba - Tallebudgera,Yes,4
2016Q4,Queensland,30905,Mudgeeraba - Tallebudgera,No,0
2016Q4,Queensland,30906,Nerang,Yes,13
2016Q4,Queensland,30906,Nerang,No,29
2016Q4,Queensland,30907,Ormeau - Oxenford,Yes,22
2016Q4,Queensland,30907,Ormeau - Oxenford,No,68
2016Q4,Queensland,30908,Robina,Yes,8
2016Q4,Queensland,30908,Robina,No,18
2016Q4,Queensland,30909,Southport,Yes,9
2016Q4,Queensland,30909,Southport,No,16
2016Q4,Queensland,30910,Surfers Paradise,Yes,4
2016Q4,Queensland,30910,Surfers Paradise,No,7
2016Q4,Queensland,31001,Forest Lake - Oxley,Yes,4
2016Q4,Queensland,31001,Forest Lake - Oxley,No,30
2016Q4,Queensland,31002,Ipswich Hinterland,Yes,6
2016Q4,Queensland,31002,Ipswich Hinterland,No,19
2016Q4,Queensland,31003,Ipswich Inner,Yes,6
2016Q4,Queensland,31003,Ipswich Inner,No,33
2016Q4,Queensland,31004,Springfield - Redbank,Yes,7
2016Q4,Queensland,31004,Springfield - Redbank,No,45
2016Q4,Queensland,31101,Beaudesert,Yes,3
2016Q4,Queensland,31101,Beaudesert,No,0
2016Q4,Queensland,31102,Beenleigh,Yes,4
2016Q4,Queensland,31102,Beenleigh,No,29
2016Q4,Queensland,31103,Browns Plains,Yes,5
2016Q4,Queensland,31103,Browns Plains,No,39
2016Q4,Queensland,31104,Jimboomba,Yes,4
2016Q4,Queensland,31104,Jimboomba,No,12
2016Q4,Queensland,31105,Loganlea - Carbrook,Yes,9
2016Q4,Queensland,31105,Loganlea - Carbrook,No,22
2016Q4,Queensland,31106,Springwood - Kingston,Yes,8
2016Q4,Queensland,31106,Springwood - Kingston,No,24
2016Q4,Queensland,31201,Bowen Basin - North,Yes,4
2016Q4,Queensland,31201,Bowen Basin - North,No,11
2016Q4,Queensland,31202,Mackay,Yes,16
2016Q4,Queensland,31202,Mackay,No,69
2016Q4,Queensland,31203,Whitsunday,Yes,5
2016Q4,Queensland,31203,Whitsunday,No,16
2016Q4,Queensland,31301,Bribie - Beachmere,Yes,3
2016Q4,Queensland,31301,Bribie - Beachmere,No,7
2016Q4,Queensland,31302,Caboolture,Yes,14
2016Q4,Queensland,31302,Caboolture,No,36
2016Q4,Queensland,31304,Narangba - Burpengary,Yes,7
2016Q4,Queensland,31304,Narangba - Burpengary,No,18
2016Q4,Queensland,31305,Redcliffe,Yes,5
2016Q4,Queensland,31305,Redcliffe,No,19
2016Q4,Queensland,31401,The Hills District,Yes,8
2016Q4,Queensland,31401,The Hills District,No,12
2016Q4,Queensland,31402,North Lakes,Yes,13
2016Q4,Queensland,31402,North Lakes,No,44
2016Q4,Queensland,31403,Strathpine,Yes,5
2016Q4,Queensland,31403,Strathpine,No,17
2016Q4,Queensland,31501,Far North,Yes,4
2016Q4,Queensland,31501,Far North,No,9
2016Q4,Queensland,31502,Outback - North,Yes,5
2016Q4,Queensland,31502,Outback - North,No,10
2016Q4,Queensland,31601,Buderim,Yes,7
2016Q4,Queensland,31601,Buderim,No,22
2016Q4,Queensland,31602,Caloundra,Yes,10
2016Q4,Queensland,31602,Caloundra,No,19
2016Q4,Queensland,31603,Maroochy,Yes,9
2016Q4,Queensland,31603,Maroochy,No,18
2016Q4,Queensland,31605,Noosa,Yes,12
2016Q4,Queensland,31605,Noosa,No,11
2016Q4,Queensland,31606,Sunshine Coast Hinterland,Yes,4
2016Q4,Queensland,31606,Sunshine Coast Hinterland,No,10
2016Q4,Queensland,31607,Nambour,Yes,3
2016Q4,Queensland,31607,Nambour,No,11
2016Q4,Queensland,31701,Toowoomba,Yes,7
2016Q4,Queensland,31701,Toowoomba,No,43
2016Q4,Queensland,31801,Charters Towers - Ayr - Ingham,Yes,4
2016Q4,Queensland,31801,Charters Towers - Ayr - Ingham,No,17
2016Q4,Queensland,31802,Townsville,Yes,26
2016Q4,Queensland,31802,Townsville,No,73
2016Q4,Queensland,31901,Bundaberg,Yes,9
2016Q4,Queensland,31901,Bundaberg,No,40
2016Q4,Queensland,31902,Burnett,Yes,8
2016Q4,Queensland,31902,Burnett,No,16
2016Q4,Queensland,31903,Gympie - Cooloola,Yes,4
2016Q4,Queensland,31903,Gympie - Cooloola,No,12
2016Q4,Queensland,31904,Hervey Bay,Yes,6
2016Q4,Queensland,31904,Hervey Bay,No,18
2016Q4,Queensland,31905,Maryborough,Yes,6
2016Q4,Queensland,31905,Maryborough,No,12
2016Q4,Queensland,Qld - not in ASGS,Qld - not in ASGS,Yes,0
2016Q4,Queensland,Qld - not in ASGS,Qld - not in ASGS,No,0
2016Q4,Queensland,3GBRI,Greater Brisbane,Yes,236
2016Q4,Queensland,3GBRI,Greater Brisbane,No,680
2016Q4,Queensland,3RQLD,Rest of Qld,Yes,332
2016Q4,Queensland,3RQLD,Rest of Qld,No,857
2016Q4,South Australia,40102,Adelaide Hills,Yes,4
2016Q4,South Australia,40102,Adelaide Hills,No,11
2016Q4,South Australia,40107,Unley,Yes,0
2016Q4,South Australia,40107,Unley,No,5
2016Q4,South Australia,40202,Playford,Yes,9
2016Q4,South Australia,40202,Playford,No,40
2016Q4,South Australia,40203,Port Adelaide - East,Yes,3
2016Q4,South Australia,40203,Port Adelaide - East,No,14
2016Q4,South Australia,40204,Salisbury,Yes,13
2016Q4,South Australia,40204,Salisbury,No,35
2016Q4,South Australia,40205,Tea Tree Gully,Yes,9
2016Q4,South Australia,40205,Tea Tree Gully,No,15
2016Q4,South Australia,40304,Onkaparinga,Yes,12
2016Q4,South Australia,40304,Onkaparinga,No,40
2016Q4,South Australia,40401,Charles Sturt,Yes,3
2016Q4,South Australia,40401,Charles Sturt,No,26
2016Q4,South Australia,40402,Port Adelaide - West,Yes,3
2016Q4,South Australia,40402,Port Adelaide - West,No,18
2016Q4,South Australia,40403,West Torrens,Yes,4
2016Q4,South Australia,40403,West Torrens,No,10
2016Q4,South Australia,40501,Barossa,Yes,4
2016Q4,South Australia,40501,Barossa,No,11
2016Q4,South Australia,40601,Eyre Peninsula and South West,Yes,3
2016Q4,South Australia,40601,Eyre Peninsula and South West,No,21
2016Q4,South Australia,40701,Fleurieu - Kangaroo Island,Yes,4
2016Q4,South Australia,40701,Fleurieu - Kangaroo Island,No,9
2016Q4,South Australia,40702,Limestone Coast,Yes,3
2016Q4,South Australia,40702,Limestone Coast,No,14
2016Q4,South Australia,SA - not in ASGS,SA - not in ASGS,Yes,0
2016Q4,South Australia,SA - not in ASGS,SA - not in ASGS,No,0
2016Q4,South Australia,4GADE,Greater Adelaide,Yes,74
2016Q4,South Australia,4GADE,Greater Adelaide,No,257
2016Q4,South Australia,4RSAU,Rest of SA,Yes,20
2016Q4,South Australia,4RSAU,Rest of SA,No,76
2016Q4,Western Australia,50101,Augusta - Margaret River - Busselton,Yes,9
2016Q4,Western Australia,50101,Augusta - Margaret River - Busselton,No,9
2016Q4,Western Australia,50102,Bunbury,Yes,9
2016Q4,Western Australia,50102,Bunbury,No,28
2016Q4,Western Australia,50201,Mandurah,Yes,19
2016Q4,Western Australia,50201,Mandurah,No,37
2016Q4,Western Australia,50301,Cottesloe - Claremont,Yes,10
2016Q4,Western Australia,50301,Cottesloe - Claremont,No,5
2016Q4,Western Australia,50302,Perth City,Yes,10
2016Q4,Western Australia,50302,Perth City,No,14
2016Q4,Western Australia,50402,Mundaring,Yes,9
2016Q4,Western Australia,50402,Mundaring,No,6
2016Q4,Western Australia,50403,Swan,Yes,9
2016Q4,Western Australia,50403,Swan,No,47
2016Q4,Western Australia,50501,Joondalup,Yes,14
2016Q4,Western Australia,50501,Joondalup,No,21
2016Q4,Western Australia,50502,Stirling,Yes,14
2016Q4,Western Australia,50502,Stirling,No,40
2016Q4,Western Australia,50503,Wanneroo,Yes,27
2016Q4,Western Australia,50503,Wanneroo,No,58
2016Q4,Western Australia,50601,Armadale,Yes,10
2016Q4,Western Australia,50601,Armadale,No,29
2016Q4,Western Australia,50602,Belmont - Victoria Park,Yes,13
2016Q4,Western Australia,50602,Belmont - Victoria Park,No,22
2016Q4,Western Australia,50603,Canning,Yes,7
2016Q4,Western Australia,50603,Canning,No,15
2016Q4,Western Australia,50604,Gosnells,Yes,12
2016Q4,Western Australia,50604,Gosnells,No,28
2016Q4,Western Australia,50605,Kalamunda,Yes,5
2016Q4,Western Australia,50605,Kalamunda,No,14
2016Q4,Western Australia,50606,Serpentine - Jarrahdale,Yes,8
2016Q4,Western Australia,50606,Serpentine - Jarrahdale,No,8
2016Q4,Western Australia,50701,Cockburn,Yes,11
2016Q4,Western Australia,50701,Cockburn,No,14
2016Q4,Western Australia,50702,Fremantle,Yes,6
2016Q4,Western Australia,50702,Fremantle,No,7
2016Q4,Western Australia,50703,Kwinana,Yes,4
2016Q4,Western Australia,50703,Kwinana,No,17
2016Q4,Western Australia,50704,Melville,Yes,5
2016Q4,Western Australia,50704,Melville,No,9
2016Q4,Western Australia,50705,Rockingham,Yes,17
2016Q4,Western Australia,50705,Rockingham,No,42
2016Q4,Western Australia,50901,Albany,Yes,6
2016Q4,Western Australia,50901,Albany,No,7
2016Q4,Western Australia,50902,Wheat Belt - North,Yes,6
2016Q4,Western Australia,50902,Wheat Belt - North,No,20
2016Q4,Western Australia,50903,Wheat Belt - South,Yes,0
2016Q4,Western Australia,50903,Wheat Belt - South,No,7
2016Q4,Western Australia,51001,Kimberley,Yes,4
2016Q4,Western Australia,51001,Kimberley,No,13
2016Q4,Western Australia,51002,East Pilbara,Yes,3
2016Q4,Western Australia,51002,East Pilbara,No,9
2016Q4,Western Australia,51003,West Pilbara,Yes,5
2016Q4,Western Australia,51003,West Pilbara,No,13
2016Q4,Western Australia,51104,Mid West,Yes,8
2016Q4,Western Australia,51104,Mid West,No,13
2016Q4,Western Australia,WA - not in ASGS,WA - not in ASGS,Yes,0
2016Q4,Western Australia,WA - not in ASGS,WA - not in ASGS,No,0
2016Q4,Western Australia,5GPER,Greater Perth,Yes,213
2016Q4,Western Australia,5GPER,Greater Perth,No,452
2016Q4,Western Australia,5RWAU,Rest of WA,Yes,54
2016Q4,Western Australia,5RWAU,Rest of WA,No,134
2016Q4,Tasmania,60101,Brighton,Yes,3
2016Q4,Tasmania,60101,Brighton,No,8
2016Q4,Tasmania,60103,Hobart - North West,Yes,3
2016Q4,Tasmania,60103,Hobart - North West,No,17
2016Q4,Tasmania,60105,Hobart Inner,Yes,3
2016Q4,Tasmania,60105,Hobart Inner,No,4
2016Q4,Tasmania,60106,Sorell - Dodges Ferry,Yes,3
2016Q4,Tasmania,60106,Sorell - Dodges Ferry,No,3
2016Q4,Tasmania,60201,Launceston,Yes,3
2016Q4,Tasmania,60201,Launceston,No,19
2016Q4,Tasmania,60203,North East,Yes,3
2016Q4,Tasmania,60203,North East,No,10
2016Q4,Tasmania,60301,Central Highlands (Tas.),Yes,0
2016Q4,Tasmania,60301,Central Highlands (Tas.),No,4
2016Q4,Tasmania,60302,Huon - Bruny Island,Yes,0
2016Q4,Tasmania,60302,Huon - Bruny Island,No,3
2016Q4,Tasmania,60401,Burnie - Ulverstone,Yes,5
2016Q4,Tasmania,60401,Burnie - Ulverstone,No,15
2016Q4,Tasmania,Tas - not in ASGS,Tas - not in ASGS,Yes,0
2016Q4,Tasmania,Tas - not in ASGS,Tas - not in ASGS,No,1
2016Q4,Tasmania,6GHOB,Greater Hobart,Yes,16
2016Q4,Tasmania,6GHOB,Greater Hobart,No,52
2016Q4,Tasmania,6RTAS,Rest of Tas.,Yes,17
2016Q4,Tasmania,6RTAS,Rest of Tas.,No,74
2016Q4,Northern Territory,70102,Darwin Suburbs,Yes,5
2016Q4,Northern Territory,70102,Darwin Suburbs,No,13
2016Q4,Northern Territory,70104,Palmerston,Yes,3
2016Q4,Northern Territory,70104,Palmerston,No,17
2016Q4,Northern Territory,70204,East Arnhem,Yes,0
2016Q4,Northern Territory,70204,East Arnhem,No,3
2016Q4,Northern Territory,70205,Katherine,Yes,0
2016Q4,Northern Territory,70205,Katherine,No,5
2016Q4,Northern Territory,NT - not in ASGS,NT - not in ASGS,Yes,0
2016Q4,Northern Territory,NT - not in ASGS,NT - not in ASGS,No,0
2016Q4,Northern Territory,7GDAR,Greater Darwin,Yes,12
2016Q4,Northern Territory,7GDAR,Greater Darwin,No,35
2016Q4,Northern Territory,7RNTE,Rest of NT,Yes,3
2016Q4,Northern Territory,7RNTE,Rest of NT,No,17
2016Q4,Australian Capital Territory,80101,Belconnen,Yes,5
2016Q4,Australian Capital Territory,80101,Belconnen,No,14
2016Q4,Australian Capital Territory,80103,Canberra East,Yes,0
2016Q4,Australian Capital Territory,80103,Canberra East,No,0
2016Q4,Australian Capital Territory,80104,Gungahlin,Yes,8
2016Q4,Australian Capital Territory,80104,Gungahlin,No,13
2016Q4,Australian Capital Territory,80105,North Canberra,Yes,3
2016Q4,Australian Capital Territory,80105,North Canberra,No,6
2016Q4,Australian Capital Territory,80107,Tuggeranong,Yes,4
2016Q4,Australian Capital Territory,80107,Tuggeranong,No,19
2016Q4,Australian Capital Territory,80111,Urriarra - Namadgi,Yes,0
2016Q4,Australian Capital Territory,80111,Urriarra - Namadgi,No,0
2016Q4,Australian Capital Territory,ACT - not in ASGS,ACT - not in ASGS,Yes,0
2016Q4,Australian Capital Territory,ACT - not in ASGS,ACT - not in ASGS,No,0
2016Q4,Australian Capital Territory,8ACTE,Australian Capital Territory,Yes,28
2016Q4,Australian Capital Territory,8ACTE,Australian Capital Territory,No,66
2016Q4,Other Territories,90101,Christmas Island,Yes,0
2016Q4,Other Territories,90101,Christmas Island,No,0
2016Q4,Other Territories,90102,Cocos (Keeling) Islands,Yes,0
2016Q4,Other Territories,90102,Cocos (Keeling) Islands,No,0
2016Q4,Other Territories,90103,Jervis Bay,Yes,0
2016Q4,Other Territories,90103,Jervis Bay,No,0
2016Q4,Other Territories,90104,Norfolk Island,Yes,0
2016Q4,Other Territories,90104,Norfolk Island,No,0
2016Q4,Other Territories,9OTER,Other Territories,Yes,0
2016Q4,Other Territories,9OTER,Other Territories,No,0
2017Q1,New South Wales,10102,Queanbeyan,Yes,6
2017Q1,New South Wales,10102,Queanbeyan,No,17
2017Q1,New South Wales,10103,Snowy Mountains,Yes,3
2017Q1,New South Wales,10103,Snowy Mountains,No,4
2017Q1,New South Wales,10106,Young - Yass,Yes,0
2017Q1,New South Wales,10106,Young - Yass,No,6
2017Q1,New South Wales,10201,Gosford,Yes,12
2017Q1,New South Wales,10201,Gosford,No,50
2017Q1,New South Wales,10202,Wyong,Yes,18
2017Q1,New South Wales,10202,Wyong,No,61
2017Q1,New South Wales,10301,Bathurst,Yes,3
2017Q1,New South Wales,10301,Bathurst,No,14
2017Q1,New South Wales,10302,Lachlan Valley,Yes,5
2017Q1,New South Wales,10302,Lachlan Valley,No,21
2017Q1,New South Wales,10304,Orange,Yes,3
2017Q1,New South Wales,10304,Orange,No,22
2017Q1,New South Wales,10401,Clarence Valley,Yes,3
2017Q1,New South Wales,10401,Clarence Valley,No,12
2017Q1,New South Wales,10402,Coffs Harbour,Yes,3
2017Q1,New South Wales,10402,Coffs Harbour,No,28
2017Q1,New South Wales,10503,Dubbo,Yes,5
2017Q1,New South Wales,10503,Dubbo,No,20
2017Q1,New South Wales,10602,Maitland,Yes,3
2017Q1,New South Wales,10602,Maitland,No,28
2017Q1,New South Wales,10603,Port Stephens,Yes,9
2017Q1,New South Wales,10603,Port Stephens,No,25
2017Q1,New South Wales,10604,Upper Hunter,Yes,4
2017Q1,New South Wales,10604,Upper Hunter,No,12
2017Q1,New South Wales,10701,Dapto - Port Kembla,Yes,3
2017Q1,New South Wales,10701,Dapto - Port Kembla,No,23
2017Q1,New South Wales,10702,Illawarra Catchment Reserve,Yes,0
2017Q1,New South Wales,10702,Illawarra Catchment Reserve,No,0
2017Q1,New South Wales,10703,Kiama - Shellharbour,Yes,6
2017Q1,New South Wales,10703,Kiama - Shellharbour,No,16
2017Q1,New South Wales,10704,Wollongong,Yes,6
2017Q1,New South Wales,10704,Wollongong,No,26
2017Q1,New South Wales,10803,Lord Howe Island,Yes,0
2017Q1,New South Wales,10803,Lord Howe Island,No,0
2017Q1,New South Wales,10804,Port Macquarie,Yes,7
2017Q1,New South Wales,10804,Port Macquarie,No,16
2017Q1,New South Wales,10901,Albury,Yes,6
2017Q1,New South Wales,10901,Albury,No,20
2017Q1,New South Wales,10902,Lower Murray,Yes,3
2017Q1,New South Wales,10902,Lower Murray,No,3
2017Q1,New South Wales,10903,Upper Murray exc. Albury,Yes,5
2017Q1,New South Wales,10903,Upper Murray exc. Albury,No,11
2017Q1,New South Wales,11001,Armidale,Yes,3
2017Q1,New South Wales,11001,Armidale,No,7
2017Q1,New South Wales,11003,Moree - Narrabri,Yes,0
2017Q1,New South Wales,11003,Moree - Narrabri,No,7
2017Q1,New South Wales,11004,Tamworth - Gunnedah,Yes,5
2017Q1,New South Wales,11004,Tamworth - Gunnedah,No,34
2017Q1,New South Wales,11101,Lake Macquarie - East,Yes,8
2017Q1,New South Wales,11101,Lake Macquarie - East,No,23
2017Q1,New South Wales,11102,Lake Macquarie - West,Yes,10
2017Q1,New South Wales,11102,Lake Macquarie - West,No,18
2017Q1,New South Wales,11103,Newcastle,Yes,16
2017Q1,New South Wales,11103,Newcastle,No,34
2017Q1,New South Wales,11202,Richmond Valley - Hinterland,Yes,8
2017Q1,New South Wales,11202,Richmond Valley - Hinterland,No,16
2017Q1,New South Wales,11203,Tweed Valley,Yes,8
2017Q1,New South Wales,11203,Tweed Valley,No,20
2017Q1,New South Wales,11301,Griffith - Murrumbidgee (West),Yes,6
2017Q1,New South Wales,11301,Griffith - Murrumbidgee (West),No,10
2017Q1,New South Wales,11302,Tumut - Tumbarumba,Yes,0
2017Q1,New South Wales,11302,Tumut - Tumbarumba,No,5
2017Q1,New South Wales,11401,Shoalhaven,Yes,4
2017Q1,New South Wales,11401,Shoalhaven,No,19
2017Q1,New South Wales,11402,Southern Highlands,Yes,5
2017Q1,New South Wales,11402,Southern Highlands,No,10
2017Q1,New South Wales,11501,Baulkham Hills,Yes,12
2017Q1,New South Wales,11501,Baulkham Hills,No,20
2017Q1,New South Wales,11504,Rouse Hill - McGraths Hill,Yes,3
2017Q1,New South Wales,11504,Rouse Hill - McGraths Hill,No,7
2017Q1,New South Wales,11601,Blacktown,Yes,6
2017Q1,New South Wales,11601,Blacktown,No,40
2017Q1,New South Wales,11602,Blacktown - North,Yes,3
2017Q1,New South Wales,11602,Blacktown - North,No,23
2017Q1,New South Wales,11701,Botany,Yes,3
2017Q1,New South Wales,11701,Botany,No,6
2017Q1,New South Wales,11703,Sydney Inner City,Yes,12
2017Q1,New South Wales,11703,Sydney Inner City,No,44
2017Q1,New South Wales,11801,Eastern Suburbs - North,Yes,8
2017Q1,New South Wales,11801,Eastern Suburbs - North,No,11
2017Q1,New South Wales,11802,Eastern Suburbs - South,Yes,5
2017Q1,New South Wales,11802,Eastern Suburbs - South,No,20
2017Q1,New South Wales,11901,Bankstown,Yes,13
2017Q1,New South Wales,11901,Bankstown,No,44
2017Q1,New South Wales,11902,Canterbury,Yes,11
2017Q1,New South Wales,11902,Canterbury,No,33
2017Q1,New South Wales,11903,Hurstville,Yes,7
2017Q1,New South Wales,11903,Hurstville,No,31
2017Q1,New South Wales,11904,Kogarah - Rockdale,Yes,8
2017Q1,New South Wales,11904,Kogarah - Rockdale,No,34
2017Q1,New South Wales,12001,Canada Bay,Yes,4
2017Q1,New South Wales,12001,Canada Bay,No,3
2017Q1,New South Wales,12002,Leichhardt,Yes,6
2017Q1,New South Wales,12002,Leichhardt,No,5
2017Q1,New South Wales,12003,Strathfield - Burwood - Ashfield,Yes,5
2017Q1,New South Wales,12003,Strathfield - Burwood - Ashfield,No,27
2017Q1,New South Wales,12101,Chatswood - Lane Cove,Yes,4
2017Q1,New South Wales,12101,Chatswood - Lane Cove,No,9
2017Q1,New South Wales,12102,Hornsby,Yes,5
2017Q1,New South Wales,12102,Hornsby,No,6
2017Q1,New South Wales,12103,Ku-ring-gai,Yes,3
2017Q1,New South Wales,12103,Ku-ring-gai,No,6
2017Q1,New South Wales,12104,North Sydney - Mosman,Yes,4
2017Q1,New South Wales,12104,North Sydney - Mosman,No,12
2017Q1,New South Wales,12202,Pittwater,Yes,3
2017Q1,New South Wales,12202,Pittwater,No,5
2017Q1,New South Wales,12203,Warringah,Yes,12
2017Q1,New South Wales,12203,Warringah,No,24
2017Q1,New South Wales,12301,Camden,Yes,3
2017Q1,New South Wales,12301,Camden,No,9
2017Q1,New South Wales,12302,Campbelltown (NSW),Yes,8
2017Q1,New South Wales,12302,Campbelltown (NSW),No,77
2017Q1,New South Wales,12401,Blue Mountains,Yes,4
2017Q1,New South Wales,12401,Blue Mountains,No,13
2017Q1,New South Wales,12402,Blue Mountains - South,Yes,0
2017Q1,New South Wales,12402,Blue Mountains - South,No,0
2017Q1,New South Wales,12403,Penrith,Yes,12
2017Q1,New South Wales,12403,Penrith,No,60
2017Q1,New South Wales,12404,Richmond - Windsor,Yes,0
2017Q1,New South Wales,12404,Richmond - Windsor,No,17
2017Q1,New South Wales,12405,St Marys,Yes,4
2017Q1,New South Wales,12405,St Marys,No,38
2017Q1,New South Wales,12501,Auburn,Yes,3
2017Q1,New South Wales,12501,Auburn,No,20
2017Q1,New South Wales,12502,Carlingford,Yes,5
2017Q1,New South Wales,12502,Carlingford,No,9
2017Q1,New South Wales,12503,Merrylands - Guildford,Yes,4
2017Q1,New South Wales,12503,Merrylands - Guildford,No,40
2017Q1,New South Wales,12504,Parramatta,Yes,4
2017Q1,New South Wales,12504,Parramatta,No,29
2017Q1,New South Wales,12602,Ryde - Hunters Hill,Yes,4
2017Q1,New South Wales,12602,Ryde - Hunters Hill,No,12
2017Q1,New South Wales,12701,Bringelly - Green Valley,Yes,11
2017Q1,New South Wales,12701,Bringelly - Green Valley,No,25
2017Q1,New South Wales,12702,Fairfield,Yes,10
2017Q1,New South Wales,12702,Fairfield,No,42
2017Q1,New South Wales,12703,Liverpool,Yes,3
2017Q1,New South Wales,12703,Liverpool,No,33
2017Q1,New South Wales,12801,Cronulla - Miranda - Caringbah,Yes,4
2017Q1,New South Wales,12801,Cronulla - Miranda - Caringbah,No,16
2017Q1,New South Wales,12802,Sutherland - Menai - Heathcote,Yes,6
2017Q1,New South Wales,12802,Sutherland - Menai - Heathcote,No,14
2017Q1,New South Wales,NSW - not in ASGS,NSW - not in ASGS,Yes,0
2017Q1,New South Wales,NSW - not in ASGS,NSW - not in ASGS,No,0
2017Q1,New South Wales,1GSYD,Greater Sydney,Yes,266
2017Q1,New South Wales,1GSYD,Greater Sydney,No,1044
2017Q1,New South Wales,1RNSW,Rest of NSW,Yes,171
2017Q1,New South Wales,1RNSW,Rest of NSW,No,701
2017Q1,Victoria,20101,Ballarat,Yes,10
2017Q1,Victoria,20101,Ballarat,No,28
2017Q1,Victoria,20103,Maryborough - Pyrenees,Yes,0
2017Q1,Victoria,20103,Maryborough - Pyrenees,No,7
2017Q1,Victoria,20201,Bendigo,Yes,7
2017Q1,Victoria,20201,Bendigo,No,16
2017Q1,Victoria,20202,Heathcote - Castlemaine - Kyneton,Yes,4
2017Q1,Victoria,20202,Heathcote - Castlemaine - Kyneton,No,3
2017Q1,Victoria,20301,Barwon - West,Yes,0
2017Q1,Victoria,20301,Barwon - West,No,4
2017Q1,Victoria,20302,Geelong,Yes,11
2017Q1,Victoria,20302,Geelong,No,29
2017Q1,Victoria,20303,Surf Coast - Bellarine Peninsula,Yes,7
2017Q1,Victoria,20303,Surf Coast - Bellarine Peninsula,No,12
2017Q1,Victoria,20403,Wodonga - Alpine,Yes,3
2017Q1,Victoria,20403,Wodonga - Alpine,No,8
2017Q1,Victoria,20501,Baw Baw,Yes,9
2017Q1,Victoria,20501,Baw Baw,No,6
2017Q1,Victoria,20503,Gippsland - South West,Yes,6
2017Q1,Victoria,20503,Gippsland - South West,No,9
2017Q1,Victoria,20504,Latrobe Valley,Yes,6
2017Q1,Victoria,20504,Latrobe Valley,No,23
2017Q1,Victoria,20505,Wellington,Yes,3
2017Q1,Victoria,20505,Wellington,No,10
2017Q1,Victoria,20602,Darebin - South,Yes,4
2017Q1,Victoria,20602,Darebin - South,No,8
2017Q1,Victoria,20603,Essendon,Yes,3
2017Q1,Victoria,20603,Essendon,No,10
2017Q1,Victoria,20604,Melbourne City,Yes,6
2017Q1,Victoria,20604,Melbourne City,No,11
2017Q1,Victoria,20605,Port Phillip,Yes,7
2017Q1,Victoria,20605,Port Phillip,No,21
2017Q1,Victoria,20606,Stonnington - West,Yes,10
2017Q1,Victoria,20606,Stonnington - West,No,20
2017Q1,Victoria,20607,Yarra,Yes,3
2017Q1,Victoria,20607,Yarra,No,17
2017Q1,Victoria,20701,Boroondara,Yes,7
2017Q1,Victoria,20701,Boroondara,No,10
2017Q1,Victoria,20702,Manningham - West,Yes,3
2017Q1,Victoria,20702,Manningham - West,No,11
2017Q1,Victoria,20802,Glen Eira,Yes,12
2017Q1,Victoria,20802,Glen Eira,No,15
2017Q1,Victoria,20803,Kingston,Yes,6
2017Q1,Victoria,20803,Kingston,No,11
2017Q1,Victoria,20901,Banyule,Yes,5
2017Q1,Victoria,20901,Banyule,No,8
2017Q1,Victoria,20902,Darebin - North,Yes,5
2017Q1,Victoria,20902,Darebin - North,No,15
2017Q1,Victoria,20904,Whittlesea - Wallan,Yes,9
2017Q1,Victoria,20904,Whittlesea - Wallan,No,74
2017Q1,Victoria,21002,Macedon Ranges,Yes,3
2017Q1,Victoria,21002,Macedon Ranges,No,4
2017Q1,Victoria,21003,Moreland - North,Yes,0
2017Q1,Victoria,21003,Moreland - North,No,16
2017Q1,Victoria,21004,Sunbury,Yes,5
2017Q1,Victoria,21004,Sunbury,No,8
2017Q1,Victoria,21005,Tullamarine - Broadmeadows,Yes,9
2017Q1,Victoria,21005,Tullamarine - Broadmeadows,No,41
2017Q1,Victoria,21101,Knox,Yes,9
2017Q1,Victoria,21101,Knox,No,19
2017Q1,Victoria,21103,Maroondah,Yes,8
2017Q1,Victoria,21103,Maroondah,No,26
2017Q1,Victoria,21104,Whitehorse - East,Yes,3
2017Q1,Victoria,21104,Whitehorse - East,No,8
2017Q1,Victoria,21105,Yarra Ranges,Yes,5
2017Q1,Victoria,21105,Yarra Ranges,No,26
